airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,3/03/2019,Delhi,Cochin,20:50,04:25 04 Mar,7h 35m,1 stop,No info,17234
Jet Airways,12/06/2019,Kolkata,Banglore,09:35,21:05,11h 30m,1 stop,No info,12692
IndiGo,18/06/2019,Banglore,Delhi,16:55,19:55,3h,non-stop,No info,4823
IndiGo,6/03/2019,Delhi,Cochin,14:30,17:35,3h 5m,non-stop,No info,7673
SpiceJet,18/06/2019,Chennai,Kolkata,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543
Jet Airways,1/05/2019,Kolkata,Banglore,14:05,19:50,5h 45m,1 stop,No info,14781
Air India,6/05/2019,Kolkata,Banglore,05:50,13:15,7h 25m,2 stops,No info,7662
IndiGo,12/05/2019,Kolkata,Banglore,15:15,17:45,2h 30m,non-stop,No info,4804
Jet Airways,12/05/2019,Kolkata,Banglore,06:30,09:20 13 May,26h 50m,1 stop,In-flight meal not included,9663
Jet Airways,6/06/2019,Delhi,Cochin,10:00,04:25 07 Jun,18h 25m,1 stop,No info,14714
Air India,24/05/2019,Banglore,Delhi,21:05,23:55,2h 50m,non-stop,No info,5228
IndiGo,1/04/2019,Kolkata,Banglore,04:40,07:15,2h 35m,non-stop,No info,4174
Air India,24/06/2019,Delhi,Cochin,13:30,23:00,9h 30m,1 stop,No info,8907
IndiGo,12/03/2019,Kolkata,Banglore,05:30,08:20,2h 50m,non-stop,No info,4148
IndiGo,27/04/2019,Banglore,Delhi,18:55,21:50,2h 55m,non-stop,No info,4823
Multiple carriers,9/06/2019,Delhi,Cochin,07:10,22:30,15h 20m,1 stop,No info,6513
Air India,27/04/2019,Banglore,Delhi,10:00,12:45,2h 45m,non-stop,No info,5228
IndiGo,9/05/2019,Banglore,Delhi,04:00,06:50,2h 50m,non-stop,No info,3943
Air India,3/03/2019,Delhi,Cochin,16:40,19:15 04 Mar,26h 35m,2 stops,No info,14221
SpiceJet,18/05/2019,Delhi,Cochin,15:45,22:05,6h 20m,1 stop,No info,7317
Air India,24/06/2019,Delhi,Cochin,21:00,07:40 25 Jun,10h 40m,1 stop,No info,8372
IndiGo,3/03/2019,Delhi,Cochin,07:35,21:20,13h 45m,2 stops,No info,9413
Air India,01/03/2019,Banglore,New Delhi,06:45,11:10 02 Mar,28h 25m,2 stops,No info,20999
IndiGo,21/03/2019,Delhi,Cochin,06:40,21:00,14h 20m,1 stop,No info,8784
GoAir,24/03/2019,Banglore,New Delhi,20:55,23:50,2h 55m,non-stop,No info,5706
IndiGo,1/06/2019,Delhi,Cochin,14:20,22:30,8h 10m,1 stop,No info,6938
GoAir,1/04/2019,Banglore,Delhi,07:45,10:40,2h 55m,non-stop,No info,4239
IndiGo,12/06/2019,Mumbai,Hyderabad,19:05,20:35,1h 30m,non-stop,No info,2754
Air India,24/04/2019,Banglore,Delhi,13:20,16:10,2h 50m,non-stop,No info,6121
Jet Airways,1/04/2019,Kolkata,Banglore,18:55,16:20 02 Apr,21h 25m,1 stop,No info,12681
Multiple carriers,15/05/2019,Delhi,Cochin,11:35,01:30 16 May,13h 55m,3 stops,No info,16294
Jet Airways,18/05/2019,Kolkata,Banglore,20:25,22:05 19 May,25h 40m,1 stop,No info,14151
Air India,27/06/2019,Delhi,Cochin,13:00,19:15,6h 15m,1 stop,No info,8372
Vistara,12/04/2019,Banglore,Delhi,21:00,23:50,2h 50m,non-stop,No info,5613
Jet Airways,18/05/2019,Kolkata,Banglore,09:35,10:55 19 May,25h 20m,1 stop,No info,14151
Jet Airways,24/06/2019,Delhi,Cochin,19:30,04:25 25 Jun,8h 55m,2 stops,No info,13014
Multiple carriers,9/03/2019,Delhi,Cochin,09:45,16:10,6h 25m,1 stop,No info,8386
Air India,1/05/2019,Banglore,Delhi,10:00,12:45,2h 45m,non-stop,No info,6121
Air India,15/06/2019,Delhi,Cochin,13:15,09:25 16 Jun,20h 10m,2 stops,No info,8839
IndiGo,21/03/2019,Delhi,Cochin,15:00,01:35 22 Mar,10h 35m,1 stop,No info,7006
Multiple carriers,24/06/2019,Delhi,Cochin,09:00,21:00,12h,1 stop,No info,13587
Vistara,18/05/2019,Kolkata,Banglore,20:20,18:50 19 May,22h 30m,1 stop,No info,9555
IndiGo,18/05/2019,Delhi,Cochin,17:10,01:30 19 May,8h 20m,1 stop,No info,7081
Air Asia,09/03/2019,Banglore,New Delhi,23:25,02:10 10 Mar,2h 45m,non-stop,No info,5615
IndiGo,15/06/2019,Kolkata,Banglore,20:25,23:10,2h 45m,non-stop,No info,4804
IndiGo,6/04/2019,Kolkata,Banglore,15:30,18:05,2h 35m,non-stop,No info,4174
Jet Airways,21/03/2019,Delhi,Cochin,16:10,18:50 22 Mar,26h 40m,2 stops,In-flight meal not included,8728
Jet Airways,9/06/2019,Delhi,Cochin,19:30,04:25 10 Jun,8h 55m,2 stops,In-flight meal not included,10368
GoAir,24/03/2019,Banglore,New Delhi,07:45,10:40,2h 55m,non-stop,No info,3898
Jet Airways,9/06/2019,Banglore,Delhi,19:50,22:50,3h,non-stop,In-flight meal not included,7229
Air Asia,21/05/2019,Kolkata,Banglore,19:55,22:25,2h 30m,non-stop,No info,4107
Jet Airways,3/03/2019,Delhi,Cochin,13:55,04:25 04 Mar,14h 30m,1 stop,No info,17024
IndiGo,18/05/2019,Kolkata,Banglore,15:30,18:05,2h 35m,non-stop,No info,4804
Jet Airways,21/05/2019,Kolkata,Banglore,06:30,09:20 22 May,26h 50m,1 stop,In-flight meal not included,9663
Jet Airways,12/06/2019,Delhi,Cochin,05:30,04:25 13 Jun,22h 55m,2 stops,In-flight meal not included,10368
Multiple carriers,9/05/2019,Delhi,Cochin,11:40,19:15,7h 35m,1 stop,No info,8266
IndiGo,1/06/2019,Delhi,Cochin,06:50,22:30,15h 40m,1 stop,No info,6442
Air India,21/03/2019,Delhi,Cochin,17:15,07:40 22 Mar,14h 25m,2 stops,No info,8052
Air Asia,9/05/2019,Kolkata,Banglore,19:55,23:30,3h 35m,1 stop,No info,5162
GoAir,1/05/2019,Kolkata,Banglore,16:40,00:15 02 May,7h 35m,1 stop,No info,6484
Air India,21/05/2019,Kolkata,Banglore,05:50,23:15,17h 25m,2 stops,No info,13143
Jet Airways,18/06/2019,Banglore,Delhi,07:10,10:10,3h,non-stop,In-flight meal not included,5769
Jet Airways,24/03/2019,Kolkata,Banglore,16:55,18:10 25 Mar,25h 15m,1 stop,In-flight meal not included,11134
IndiGo,15/06/2019,Banglore,Delhi,01:30,04:15,2h 45m,non-stop,No info,3419
Jet Airways,15/05/2019,Kolkata,Banglore,09:35,19:10,9h 35m,1 stop,In-flight meal not included,12384
Jet Airways,12/06/2019,Delhi,Cochin,09:40,19:00,9h 20m,2 stops,In-flight meal not included,10368
IndiGo,27/06/2019,Delhi,Cochin,16:10,22:30,6h 20m,1 stop,No info,6412
IndiGo,21/05/2019,Banglore,Delhi,00:30,03:25,2h 55m,non-stop,No info,3419
Air India,27/06/2019,Delhi,Cochin,06:50,07:40 28 Jun,24h 50m,2 stops,No info,14431
GoAir,15/04/2019,Delhi,Cochin,07:00,12:55,5h 55m,1 stop,No info,6195
IndiGo,9/03/2019,Delhi,Cochin,07:30,21:00,13h 30m,1 stop,No info,12351
IndiGo,12/06/2019,Kolkata,Banglore,09:20,14:15,4h 55m,1 stop,No info,11160
IndiGo,27/05/2019,Delhi,Cochin,07:30,21:00,13h 30m,1 stop,No info,6526
IndiGo,27/05/2019,Delhi,Cochin,07:15,12:30,5h 15m,1 stop,No info,5636
Jet Airways,15/03/2019,Mumbai,Hyderabad,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4160
IndiGo,12/05/2019,Kolkata,Banglore,19:35,23:15,3h 40m,1 stop,No info,5276
Jet Airways,24/04/2019,Banglore,Delhi,17:45,20:45,3h,non-stop,In-flight meal not included,4544
Air India,18/05/2019,Delhi,Cochin,12:30,09:25 19 May,20h 55m,1 stop,No info,7480
Jet Airways,18/05/2019,Delhi,Cochin,15:00,12:35 19 May,21h 35m,1 stop,In-flight meal not included,12373
Jet Airways,1/04/2019,Kolkata,Banglore,09:35,18:00,8h 25m,1 stop,No info,11467
Jet Airways,12/03/2019,Banglore,New Delhi,20:35,20:20 13 Mar,23h 45m,1 stop,In-flight meal not included,11087
IndiGo,21/04/2019,Banglore,Delhi,00:30,03:25,2h 55m,non-stop,No info,3943
IndiGo,18/05/2019,Delhi,Cochin,05:05,12:10,7h 5m,1 stop,No info,7520
Jet Airways,9/06/2019,Delhi,Cochin,07:05,19:00,11h 55m,1 stop,No info,14714
Multiple carriers,18/05/2019,Delhi,Cochin,03:50,19:00,15h 10m,1 stop,No info,10197
Multiple carriers,21/05/2019,Delhi,Cochin,19:00,01:30 22 May,6h 30m,1 stop,No info,7888
Multiple carriers,27/03/2019,Delhi,Cochin,10:20,18:50,8h 30m,1 stop,No info,11421
IndiGo,12/06/2019,Delhi,Cochin,08:30,21:00,12h 30m,1 stop,No info,6093
Multiple carriers,21/03/2019,Delhi,Cochin,07:05,21:00,13h 55m,1 stop,No info,13062
Jet Airways,3/06/2019,Mumbai,Hyderabad,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4995
Jet Airways,21/03/2019,Delhi,Cochin,22:00,18:50 22 Mar,20h 50m,1 stop,No info,12242
Jet Airways,9/06/2019,Kolkata,Banglore,18:55,08:15 10 Jun,13h 20m,1 stop,No info,14939
Jet Airways,18/05/2019,Kolkata,Banglore,09:35,09:45 19 May,24h 10m,1 stop,No info,14151
Jet Airways,01/03/2019,Banglore,New Delhi,08:00,15:15,7h 15m,1 stop,No info,22270
Jet Airways,6/06/2019,Mumbai,Hyderabad,10:20,11:50,1h 30m,non-stop,No info,8040
IndiGo,6/03/2019,Delhi,Cochin,06:40,13:20,6h 40m,1 stop,No info,14871
Jet Airways,21/05/2019,Delhi,Cochin,09:40,12:35 22 May,26h 55m,2 stops,In-flight meal not included,13029
IndiGo,03/03/2019,Banglore,New Delhi,04:00,06:50,2h 50m,non-stop,No info,6144
Jet Airways,12/06/2019,Kolkata,Banglore,14:05,20:45,6h 40m,1 stop,In-flight meal not included,9899
IndiGo,27/05/2019,Delhi,Cochin,02:00,07:45,5h 45m,1 stop,No info,6147
Jet Airways,12/03/2019,Banglore,New Delhi,18:55,19:10 13 Mar,24h 15m,1 stop,In-flight meal not included,11087
Vistara,6/04/2019,Banglore,Delhi,19:30,22:15,2h 45m,non-stop,No info,5613
Jet Airways,6/06/2019,Delhi,Cochin,19:45,19:00 07 Jun,23h 15m,1 stop,No info,14714
Air India,24/03/2019,Mumbai,Hyderabad,13:55,15:25,1h 30m,non-stop,No info,2575
Jet Airways,9/05/2019,Kolkata,Banglore,20:00,04:40 10 May,8h 40m,1 stop,No info,13941
Air India,6/05/2019,Kolkata,Banglore,14:35,15:20 07 May,24h 45m,1 stop,No info,6528
Air India,12/06/2019,Delhi,Cochin,17:15,09:25 13 Jun,16h 10m,2 stops,No info,9417
Jet Airways,15/05/2019,Kolkata,Banglore,09:35,23:35,14h,1 stop,No info,14151
Multiple carriers,27/05/2019,Delhi,Cochin,06:00,12:35,6h 35m,1 stop,No info,11264
Jet Airways,1/04/2019,Kolkata,Banglore,16:30,18:15 02 Apr,25h 45m,1 stop,In-flight meal not included,7064
IndiGo,3/06/2019,Delhi,Cochin,17:10,01:30 04 Jun,8h 20m,1 stop,No info,6104
Jet Airways,12/05/2019,Kolkata,Banglore,20:00,10:05 13 May,14h 5m,1 stop,In-flight meal not included,8586
SpiceJet,18/04/2019,Kolkata,Banglore,22:20,00:40 19 Apr,2h 20m,non-stop,No info,4174
IndiGo,3/04/2019,Delhi,Cochin,16:00,21:00,5h,1 stop,No info,5073
IndiGo,21/05/2019,Delhi,Cochin,09:15,21:00,11h 45m,1 stop,No info,7318
Jet Airways,18/04/2019,Banglore,Delhi,06:00,08:45,2h 45m,non-stop,No info,7229
Multiple carriers,9/05/2019,Delhi,Cochin,13:15,22:30,9h 15m,1 stop,No info,8888
Jet Airways,15/05/2019,Kolkata,Banglore,18:55,18:15 16 May,23h 20m,1 stop,In-flight meal not included,10844
Jet Airways,6/05/2019,Kolkata,Banglore,06:30,16:20,9h 50m,1 stop,In-flight meal not included,10844
Jet Airways,24/05/2019,Kolkata,Banglore,20:00,10:05 25 May,14h 5m,1 stop,In-flight meal not included,8586
Jet Airways,21/05/2019,Kolkata,Banglore,09:35,21:05,11h 30m,1 stop,No info,14151
Jet Airways,3/06/2019,Delhi,Cochin,10:00,04:25 04 Jun,18h 25m,1 stop,In-flight meal not included,11627
Jet Airways,1/05/2019,Kolkata,Banglore,06:30,18:15,11h 45m,1 stop,No info,14781
Jet Airways,18/06/2019,Mumbai,Hyderabad,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210
Jet Airways,9/03/2019,Delhi,Cochin,18:15,18:50 10 Mar,24h 35m,1 stop,In-flight meal not included,14053
Jet Airways,21/05/2019,Delhi,Cochin,09:40,04:25 22 May,18h 45m,2 stops,No info,15129
Jet Airways,18/05/2019,Delhi,Cochin,09:00,19:00,10h,1 stop,In-flight meal not included,12373
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,07:30,19:15,11h 45m,1 stop,No info,10161
Air India,9/06/2019,Delhi,Cochin,20:00,07:40 10 Jun,11h 40m,1 stop,No info,8372
SpiceJet,1/05/2019,Kolkata,Banglore,15:55,21:25,5h 30m,1 stop,No info,8844
IndiGo,3/04/2019,Banglore,Delhi,23:30,02:20 04 Apr,2h 50m,non-stop,No info,4591
Jet Airways,27/05/2019,Delhi,Cochin,09:00,19:00,10h,1 stop,In-flight meal not included,10675
Vistara,6/03/2019,Mumbai,Hyderabad,21:55,09:25 07 Mar,11h 30m,1 stop,No info,12395
Air India,1/06/2019,Delhi,Cochin,14:10,17:10,3h,non-stop,No info,6934
SpiceJet,6/06/2019,Banglore,Delhi,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3919
Jet Airways,24/05/2019,Kolkata,Banglore,20:00,19:50 25 May,23h 50m,1 stop,In-flight meal not included,10844
Multiple carriers,15/06/2019,Delhi,Cochin,04:55,12:35,7h 40m,1 stop,No info,10678
Air Asia,3/05/2019,Banglore,Delhi,11:10,13:55,2h 45m,non-stop,No info,4483
Jet Airways,21/03/2019,Banglore,New Delhi,05:45,23:00,17h 15m,1 stop,In-flight meal not included,7832
Multiple carriers,6/06/2019,Delhi,Cochin,13:00,21:00,8h,1 stop,No info,7408
Jet Airways,3/06/2019,Delhi,Cochin,14:00,12:35 04 Jun,22h 35m,1 stop,In-flight meal not included,10262
Jet Airways,15/05/2019,Kolkata,Banglore,17:00,10:55 16 May,17h 55m,1 stop,No info,14151
IndiGo,3/04/2019,Kolkata,Banglore,19:20,23:45,4h 25m,1 stop,No info,3480
Multiple carriers,21/05/2019,Delhi,Cochin,10:35,19:15,8h 40m,1 stop,No info,7575
Jet Airways,18/03/2019,Banglore,New Delhi,14:05,19:10,5h 5m,1 stop,In-flight meal not included,13502
Multiple carriers,6/03/2019,Delhi,Cochin,07:00,21:00,14h,1 stop,No info,15603
SpiceJet,9/03/2019,Chennai,Kolkata,09:30,12:05,2h 35m,non-stop,No info,6300
Jet Airways,9/06/2019,Delhi,Cochin,11:45,04:25 10 Jun,16h 40m,2 stops,No info,13882
Jet Airways,15/05/2019,Kolkata,Banglore,16:30,23:35,7h 5m,1 stop,No info,13941
Multiple carriers,9/04/2019,Delhi,Cochin,08:30,19:00,10h 30m,1 stop,No info,10877
Air India,12/06/2019,Delhi,Cochin,12:20,19:15 13 Jun,30h 55m,2 stops,No info,12488
SpiceJet,15/05/2019,Delhi,Cochin,17:55,22:50,4h 55m,1 stop,No info,5409
Air India,3/06/2019,Delhi,Cochin,13:20,07:40 04 Jun,18h 20m,2 stops,No info,11911
Air India,3/04/2019,Kolkata,Banglore,09:10,11:05 04 Apr,25h 55m,2 stops,No info,4647
Air India,27/05/2019,Delhi,Cochin,12:00,19:15,7h 15m,2 stops,No info,9653
Jet Airways,21/06/2019,Banglore,Delhi,11:10,14:05,2h 55m,non-stop,No info,8016
Multiple carriers,9/06/2019,Delhi,Cochin,06:40,19:00,12h 20m,1 stop,No info,10877
Jet Airways,15/05/2019,Kolkata,Banglore,08:25,23:35,15h 10m,1 stop,No info,13941
GoAir,09/03/2019,Banglore,New Delhi,20:55,23:50,2h 55m,non-stop,No info,5706
IndiGo,9/06/2019,Delhi,Cochin,15:10,20:00,4h 50m,1 stop,No info,7060
Jet Airways,12/06/2019,Kolkata,Banglore,20:00,08:15 13 Jun,12h 15m,1 stop,In-flight meal not included,8529
Jet Airways,12/05/2019,Banglore,Delhi,07:10,10:10,3h,non-stop,No info,7229
Jet Airways,12/06/2019,Delhi,Cochin,09:40,12:35 13 Jun,26h 55m,2 stops,In-flight meal not included,10368
Air India,9/06/2019,Kolkata,Banglore,14:35,14:35 10 Jun,24h,1 stop,No info,6528
Jet Airways,21/03/2019,Delhi,Cochin,07:05,18:50,11h 45m,1 stop,No info,12767
Jet Airways,21/05/2019,Delhi,Cochin,07:05,04:25 22 May,21h 20m,1 stop,In-flight meal not included,12898
Jet Airways,12/05/2019,Kolkata,Banglore,20:25,21:05 13 May,24h 40m,1 stop,In-flight meal not included,10703
Jet Airways,01/03/2019,Banglore,New Delhi,08:00,18:25,10h 25m,1 stop,No info,26890
SpiceJet,24/03/2019,Kolkata,Banglore,22:20,00:40 25 Mar,2h 20m,non-stop,No check-in baggage included,5725
Jet Airways,18/05/2019,Delhi,Cochin,10:00,19:00,9h,1 stop,No info,15554
Jet Airways,9/06/2019,Kolkata,Banglore,08:25,04:40 10 Jun,20h 15m,1 stop,In-flight meal not included,8586
Air Asia,21/05/2019,Banglore,Delhi,11:10,13:55,2h 45m,non-stop,No info,3383
Air India,6/05/2019,Delhi,Cochin,20:40,09:25 07 May,12h 45m,1 stop,No info,7480
Air India,1/04/2019,Kolkata,Banglore,16:45,12:00 02 Apr,19h 15m,2 stops,No info,9920
Jet Airways,18/05/2019,Delhi,Cochin,19:30,12:35 19 May,17h 5m,2 stops,No info,13014
Air India,27/03/2019,Delhi,Cochin,06:05,09:25 28 Mar,27h 20m,1 stop,No info,5117
Air Asia,9/06/2019,Delhi,Cochin,20:45,07:10 10 Jun,10h 25m,1 stop,No info,10794
Multiple carriers,6/03/2019,Delhi,Cochin,08:00,21:00,13h,1 stop,No info,15078
Multiple carriers,9/06/2019,Delhi,Cochin,10:35,19:00,8h 25m,1 stop,No info,11098
Jet Airways,12/06/2019,Kolkata,Banglore,17:00,14:25 13 Jun,21h 25m,1 stop,No info,12692
Jet Airways,9/06/2019,Kolkata,Banglore,21:10,04:40 10 Jun,7h 30m,1 stop,No info,13731
IndiGo,1/03/2019,Chennai,Kolkata,14:40,17:05,2h 25m,non-stop,No info,7295
GoAir,15/06/2019,Banglore,Delhi,11:40,14:30,2h 50m,non-stop,No info,3898
Jet Airways,27/06/2019,Delhi,Cochin,10:00,19:00,9h,1 stop,No info,14714
Jet Airways,01/03/2019,Banglore,New Delhi,08:55,21:20,12h 25m,1 stop,1 Long layover,27992
SpiceJet,24/03/2019,Chennai,Kolkata,09:30,12:05,2h 35m,non-stop,No check-in baggage included,3807
Jet Airways,18/03/2019,Banglore,New Delhi,16:55,05:05 16 Mar,12h 10m,1 stop,In-flight meal not included,11087
Air India,21/03/2019,Delhi,Cochin,12:30,09:25 22 Mar,20h 55m,1 stop,No info,6482
Vistara,1/04/2019,Kolkata,Banglore,17:00,09:05 02 Apr,16h 5m,1 stop,No info,8662
GoAir,01/03/2019,Banglore,New Delhi,20:55,23:50,2h 55m,non-stop,No info,18558
Jet Airways,1/06/2019,Delhi,Cochin,08:00,19:00,11h,1 stop,No info,14714
Multiple carriers,27/05/2019,Delhi,Cochin,09:00,21:00,12h,1 stop,No info,13587
Jet Airways,18/05/2019,Delhi,Cochin,20:55,04:25 19 May,7h 30m,1 stop,No info,15554
IndiGo,3/06/2019,Banglore,Delhi,07:10,10:05,2h 55m,non-stop,No info,4823
SpiceJet,9/06/2019,Chennai,Kolkata,17:45,20:05,2h 20m,non-stop,No info,3597
Jet Airways,21/05/2019,Kolkata,Banglore,06:30,16:20,9h 50m,1 stop,No info,14781
Multiple carriers,9/03/2019,Delhi,Cochin,09:45,21:20,11h 35m,2 stops,No info,10090
IndiGo,3/06/2019,Delhi,Cochin,10:35,01:30 04 Jun,14h 55m,1 stop,No info,5883
GoAir,1/05/2019,Kolkata,Banglore,23:30,07:45 02 May,8h 15m,1 stop,No info,6686
IndiGo,9/05/2019,Delhi,Cochin,18:35,01:30 10 May,6h 55m,1 stop,No info,8542
Jet Airways,27/06/2019,Delhi,Cochin,09:40,12:35 28 Jun,26h 55m,2 stops,In-flight meal not included,11118
Multiple carriers,12/06/2019,Delhi,Cochin,08:30,19:00,10h 30m,1 stop,No info,10877
Air India,21/05/2019,Kolkata,Banglore,16:50,05:35 22 May,12h 45m,2 stops,No info,12324
SpiceJet,24/05/2019,Chennai,Kolkata,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543
Jet Airways,21/05/2019,Kolkata,Banglore,21:10,09:20 22 May,12h 10m,1 stop,No info,14781
Jet Airways,9/06/2019,Kolkata,Banglore,14:05,22:35,8h 30m,1 stop,In-flight meal not included,10844
Jet Airways,27/06/2019,Delhi,Cochin,21:50,04:25 28 Jun,6h 35m,1 stop,In-flight meal not included,12898
Air Asia,27/03/2019,Kolkata,Banglore,22:50,01:20 28 Mar,2h 30m,non-stop,No info,3782
SpiceJet,27/05/2019,Kolkata,Banglore,22:20,00:40 28 May,2h 20m,non-stop,No info,3873
Jet Airways,6/03/2019,Delhi,Cochin,08:00,04:25 07 Mar,20h 25m,1 stop,In-flight meal not included,13843
Jet Airways,1/04/2019,Banglore,Delhi,18:55,22:00,3h 5m,non-stop,No info,7229
Jet Airways,24/06/2019,Delhi,Cochin,18:15,04:25 25 Jun,10h 10m,1 stop,In-flight meal not included,10262
Jet Airways,6/06/2019,Delhi,Cochin,18:25,04:25 07 Jun,10h,2 stops,In-flight meal not included,12142
Multiple carriers,21/03/2019,Delhi,Cochin,09:00,15:30,6h 30m,1 stop,No info,8307
Jet Airways,15/06/2019,Delhi,Cochin,09:00,19:00,10h,1 stop,In-flight meal not included,10262
Jet Airways,27/06/2019,Delhi,Cochin,13:25,12:35 28 Jun,23h 10m,2 stops,No info,15339
Jet Airways,27/03/2019,Delhi,Cochin,06:20,04:25 28 Mar,22h 5m,2 stops,No info,12273
Jet Airways,1/05/2019,Delhi,Cochin,09:40,12:35 02 May,26h 55m,2 stops,No info,15129
SpiceJet,24/04/2019,Banglore,Delhi,21:10,00:05 25 Apr,2h 55m,non-stop,No info,3625
GoAir,18/05/2019,Banglore,Delhi,07:45,10:40,2h 55m,non-stop,No info,4239
Vistara,9/06/2019,Kolkata,Banglore,17:00,20:20 10 Jun,27h 20m,1 stop,No info,8610
Jet Airways,27/06/2019,Delhi,Cochin,19:15,19:00 28 Jun,23h 45m,1 stop,In-flight meal not included,10262
Jet Airways,9/05/2019,Mumbai,Hyderabad,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995
Air India,3/06/2019,Delhi,Cochin,17:40,09:35 04 Jun,15h 55m,1 stop,No info,7258
Jet Airways,21/03/2019,Banglore,New Delhi,22:50,07:40 19 Mar,8h 50m,1 stop,In-flight meal not included,7045
Jet Airways,12/05/2019,Kolkata,Banglore,16:30,04:40 13 May,12h 10m,1 stop,No info,14388
Jet Airways,21/05/2019,Delhi,Cochin,11:30,19:00,7h 30m,1 stop,No info,16079
Air India,15/06/2019,Kolkata,Banglore,14:15,16:45,2h 30m,non-stop,No info,5510
Air India,3/06/2019,Delhi,Cochin,09:45,09:25 04 Jun,23h 40m,2 stops,No info,10975
IndiGo,24/06/2019,Delhi,Cochin,17:30,01:30 25 Jun,8h,1 stop,No info,6104
Jet Airways,9/05/2019,Delhi,Cochin,19:15,19:00 10 May,23h 45m,1 stop,In-flight meal not included,12373
Jet Airways,21/03/2019,Mumbai,Hyderabad,07:10,08:35,1h 25m,non-stop,In-flight meal not included,4160
IndiGo,15/06/2019,Delhi,Cochin,05:05,12:10,7h 5m,1 stop,No info,6818
Jet Airways,21/04/2019,Banglore,Delhi,11:10,14:05,2h 55m,non-stop,No info,7229
Air Asia,9/06/2019,Kolkata,Banglore,07:35,23:30,15h 55m,1 stop,No info,7870
Jet Airways,9/05/2019,Kolkata,Banglore,14:05,23:35,9h 30m,1 stop,In-flight meal not included,10844
Jet Airways,18/05/2019,Delhi,Cochin,22:50,12:35 19 May,13h 45m,1 stop,In-flight meal not included,12373
SpiceJet,24/03/2019,Kolkata,Banglore,17:15,19:45,2h 30m,non-stop,No info,6461
Jet Airways,1/04/2019,Kolkata,Banglore,20:00,19:50 02 Apr,23h 50m,1 stop,No info,12681
Jet Airways,15/05/2019,Kolkata,Banglore,17:00,23:35,6h 35m,1 stop,No info,14151
GoAir,12/05/2019,Kolkata,Banglore,16:40,00:15 13 May,7h 35m,1 stop,No info,8855
Multiple carriers,3/03/2019,Delhi,Cochin,08:55,18:50,9h 55m,1 stop,No info,15411
Jet Airways,21/03/2019,Banglore,New Delhi,08:55,16:10,7h 15m,1 stop,In-flight meal not included,7832
Jet Airways,12/06/2019,Delhi,Cochin,21:50,04:25 13 Jun,6h 35m,1 stop,In-flight meal not included,10262
Jet Airways,6/06/2019,Kolkata,Banglore,18:55,20:45 07 Jun,25h 50m,1 stop,No info,14571
Jet Airways,1/06/2019,Delhi,Cochin,21:50,04:25 02 Jun,6h 35m,1 stop,No info,14714
Jet Airways,15/06/2019,Delhi,Cochin,21:25,12:35 16 Jun,15h 10m,2 stops,In-flight meal not included,9905
Jet Airways,06/03/2019,Banglore,New Delhi,14:05,00:45 07 Mar,10h 40m,1 stop,No info,14815
SpiceJet,27/05/2019,Chennai,Kolkata,17:45,20:05,2h 20m,non-stop,No info,3597
Jet Airways,1/05/2019,Kolkata,Banglore,17:00,18:00 02 May,25h,1 stop,No info,11467
Jet Airways,6/05/2019,Kolkata,Banglore,20:25,19:10 07 May,22h 45m,1 stop,No info,13067
IndiGo,6/06/2019,Delhi,Cochin,11:25,21:00,9h 35m,1 stop,No info,6093
Jet Airways,6/06/2019,Delhi,Cochin,21:50,04:25 07 Jun,6h 35m,1 stop,In-flight meal not included,10262
IndiGo,1/06/2019,Delhi,Cochin,14:25,17:40,3h 15m,non-stop,No info,6015
Multiple carriers,1/06/2019,Delhi,Cochin,11:30,19:15,7h 45m,1 stop,No info,16108
Multiple carriers,27/06/2019,Delhi,Cochin,06:00,19:15,13h 15m,1 stop,In-flight meal not included,7268
Air India,27/03/2019,Kolkata,Banglore,14:15,16:45,2h 30m,non-stop,No info,5170
Jet Airways,21/05/2019,Kolkata,Banglore,21:10,09:20 22 May,12h 10m,1 stop,In-flight meal not included,10844
Air India,03/03/2019,Banglore,New Delhi,17:25,08:45 07 Mar,15h 20m,2 stops,No info,11570
Multiple carriers,3/06/2019,Delhi,Cochin,11:40,19:15,7h 35m,1 stop,No info,9001
IndiGo,3/03/2019,Mumbai,Hyderabad,21:20,22:45,1h 25m,non-stop,No info,4784
Jet Airways,21/05/2019,Kolkata,Banglore,06:30,18:15,11h 45m,1 stop,In-flight meal not included,10844
SpiceJet,12/05/2019,Kolkata,Banglore,15:05,20:20,5h 15m,1 stop,No info,4649
Jet Airways,24/05/2019,Kolkata,Banglore,14:05,23:35,9h 30m,1 stop,No info,14571
Vistara,18/04/2019,Banglore,Delhi,21:00,23:50,2h 50m,non-stop,No info,5613
Jet Airways,27/06/2019,Delhi,Cochin,11:30,12:35 28 Jun,25h 5m,1 stop,In-flight meal not included,10262
